CO2,O2,Slime Goop,Mushrooms,Cave Beetles,Glow Worms,Stone Trolls,Crystal Spiders,Fungal Golems,Recording Purpose
45351581336.93376,4795170548.7966,40560218401.42642,4312887338.590457,3719894124.1326485,4268071905.170989,1.0,100.0,3751978782.302295,0.0
51479751831.71606,5363775887.163582,46130924923.76087,4833419449.218947,4180208670.014052,4784146229.981912,1.0,100.0,4215540891.6149297,0.0
58321901001.23315,5989125562.019523,52361923058.71482,5406918926.82355,4688648223.448249,5352838212.510582,1.0,100.0,4727488537.654641,0.0
65946861780.23217,6675681055.42856,59318120945.6453,6037650982.252243,5249216419.9798355,5978394902.489889,1.0,100.0,5291839409.080851,0.0
74428502421.08546,7428135651.180355,67069297860.56913,6730111286.229225,5866144641.944476,6665293683.672223,1.0,100.0,5912839087.920429,0.0
83845937060.39304,8251415987.290301,75690319034.93976,7489028326.034572,6543895391.832358,7418244704.639442,1.0,100.0,6594964368.529496,0.0
94283730793.29877,9150682654.803566,85261346163.66489,8319364861.591518,7287164839.507523,8242192413.931127,1.0,100.0,7342925746.417862,0.0
105832097736.19572,10131329780.192167,95868042127.82173,9226318415.32106,8100884474.367652,9142316133.58284,1.0,100.0,8161669008.194239,0.0
118587090501.1958,11198983532.137917,107601768393.5592,10215320733.06124,8990221795.703829,10124029608.051775,1.0,100.0,9056375856.106026,0.0
132650779457.0449,12359499497.668234,120559773492.58691,11292036156.962202,9960579977.370169,11192979469.069042,1.0,100.0,10032463503.538725,0.0
148131420112.0143,13618958877.450117,134845370942.40962,12462358855.557076,11017596446.407244,12355042561.196285,1.0,100.0,11095583181.4144,0.0
165143606925.58136,14983663455.535917,150568104927.01074,13732408861.165731,12167140319.481373,13616322077.772173,1.0,100.0,12251617499.686373,0.0
183808411838.26184,16460129304.971497,167843902031.90225,15108526870.398205,13415308645.897936,14983142462.49717,1.0,100.0,13506676613.061592,0.0
204253505803.53378,18055079197.39368,186795207312.17133,16597267769.764244,14768421411.506603,16462043038.100609,1.0,100.0,14867093145.678425,0.0
226613261613.07858,19775433692.02289,207551102969.11533,18205392855.23474,16233015264.018059,18059770330.332623,1.0,100.0,16339415835.703417,0.0
251028836327.14642,21628300887.254173,230247407920.93488,19939860722.001377,17815835927.065666,19783269062.887367,1.0,100.0,17930401867.656082,0.0
277648231656.21106,23620964826.31438,255026756576.3214,21807816808.59738,19523829277.734177,21639671806.748013,1.0,100.0,19647007867.6878,0.0
306626330688.5808,25760872557.126167,282038655157.09076,23816581587.921494,21364131070.19606,23636287275.796043,1.0,100.0,21496379544.98426,0.0
338124909421.5209,28055619855.536705,311439513967.62585,25973637406.489998,23344055296.491627,25780587269.28795,1.0,100.0,23485839970.87741,0.0
372312621630.83057,30512935630.359547,343392654075.01843,28286613982.360977,25471081184.302628,28080192270.905964,1.0,100.0,25622876496.083126,0.0
409364955705.6806,33140665038.16615,378068286944.52277,30763272581.56009,27752838840.733963,30542855723.46422,1.0,100.0,27915126315.65761,0.0
449464162181.6776,35946751345.369156,415643465670.2071,33411488902.409393,30197093560.56314,33176447007.920937,1.0,100.0,30370360700.717922,0.0
492799150825.278,38939216584.7783,456302006550.2947,36239234706.84002,32811728827.06373,35988933165.02968,1.0,100.0,32996467925.620537,0.0
539565356256.3464,42126141063.395226,500234379880.2999,39254558247.4697,35604728043.2763,38988359407.67287,1.0,100.0,35801434929.05595,0.0
589964571242.2408,45515641787.65694,547637568974.1607,42465563548.85968,38584155041.4017,42182828481.571724,1.0,100.0,38793327757.31001,0.0
644204746955.5432,49115849881.549255,598714896573.5225,45880388610.843124,41758133427.7386,45580478941.56808,1.0,100.0,41980270847.67575,0.0
702499759657.5378,52934887081.90258,653675817967.3254,49507182611.04793,45134824830.18948,49189462419.935555,1.0,100.0,45370425219.58222,0.0
765069143449.7343,56980841403.66392,712735680316.9692,53354082192.63141,48722406124.72533,53017919972.1094,1.0,100.0,48971965650.34806,0.0
832137788924.9612,61261742075.925995,776115447865.4694,57429186931.713455,52529045726.23779,57073957593.73787,1.0,100.0,52793056921.4758,0.0
903935607746.5305,65785533856.90326,844041392901.018,61740534086.953064,56562879037.82836,61365621010.96622,1.0,100.0,56841829229.98895,0.0
980697163387.2937,70560050842.79805,916744752544.8369,66296072741.07702,60831983160.70015,65900869853.28435,1.0,100.0,61126352867.38956,0.0
1062661268468.5693,75592989891.52426,994461351638.7856,71103637450.86159,65344350974.34417,70687551325.02249,1.0,100.0,65654612276.296295,0.0
1150070549350.3418,80891883787.4845,1077431192218.2817,76170921528.0149,70107864703.56912,75733373497.59195,1.0,100.0,70434479601.63171,0.0
1243170978837.1501,86464074277.97018,1165898010269.1284,81505450078.54369,75130269095.03711,81045878349.77408,1.0,100.0,75473687859.28839,0.0
1342211378077.0127,92316685115.2194,1260108800681.1262,87114552932.45407,80419144331.26933,86632414687.69998,1.0,100.0,80779803850.45076,0.0
1447442888941.798,98456595240.68312,1360313311525.1584,93005337598.9799,85981878814.51564,92500111079.58417,1.0,100.0,86360200954.12047,0.0
1559118418384.932,104890412249.58025,1466763508992.0051,99184662384.91426,91825641956.38565,98655848942.73491,1.0,100.0,92222031933.83778,0.0
1677492056474.4253,111624446274.34361,1579713014538.7075,105659109815.00368,97957357111.6748,105106235921.82855,1.0,100.0,98372201897.0652,0.0
1802818469994.223,118664684425.0551,1699416515990.0881,112434960493.73053,104383674796.35016,111857579697.88026,1.0,100.0,104817341547.16878,0.0
1935352273693.0508,126016765923.437,1826129154537.2964,119518167547.14088,111110946330.16502,118915862366.75583,1.0,100.0,111563780868.37392,0.0
2075347381435.6995,133685958064.41151,1960105889760.2786,126914331781.67235,118145198043.83112,126286715524.44463,1.0,100.0,118617523383.47011,0.0
2223056339675.3984,141677133135.6788,2101600844975.245,134628677694.20456,125492106189.0918,133975396193.6593,1.0,100.0,125984221122.392,0.0
2378729645816.157,149994746421.22162,2250866635369.9595,142666030463.81378,133156972687.412,141986763722.65973,1.0,100.0,133669150437.11688,0.0
2542615054169.3105,158642815409.15668,2408153681537.5,151030794050.98804,141144701849.35056,150325257782.54556,1.0,100.0,141677188794.61053,0.0
2714956872327.728,167624900317.96533,2573709511151.7764,159726930524.39056,149459778192.0321,158994877583.6592,1.0,100.0,150012792674.8506,0.0
2895995250883.169,176944086047.90277,2747778051644.1777,168757940728.69223,158106245476.52924,167999162425.23508,1.0,100.0,158679976695.29767,0.0
3085965469496.071,186602965656.36697,2930598916839.333,178126846399.58432,167087687080.44424,177341173685.0799,1.0,100.0,167682294076.6157,0.0
3285097222391.8896,196603625447.27777,3122406690588.02,187836173823.89606,176407207813.6017,187023478347.93167,1.0,100.0,177022818557.02087,0.0
3493613906403.314,206947631755.14526,3323430210496.0938,197887939133.84793,186067417276.59113,197048134162.29523,1.0,100.0,186704127854.42773,0.0
3711731914702.783,217636019494.58218,3533891854889.272,208283635314.94754,196070414853.0036,207416676506.06818,1.0,100.0,196728288766.63126,0.0
3939659939374.508,228669282535.61838,3754006836174.2827,219024220996.9685,206417776416.66754,218130107031.23233,1.0,100.0,207096843990.19614,0.0
4177598285959.4736,240047365954.40112,3983982503757.072,230110111086.9249,217110542825.0892,229188884147.38495,1.0,100.0,217810800728.60217,0.0
4425738203070.835,251769660197.80426,4224017659658.3525,241541169292.06348,228149210259.73105,240592915393.0067,1.0,100.0,228870621149.60358,0.0
4684261230120.901,263834997189.21643,4474301889925.922,253316702569.73157,239533722462.81052,252341551732.21036,1.0,100.0,240276214740.79822,0.0
4953338566125.082,276241648391.4309,4735014914882.188,265435457529.6389,251263464909.06537,264433583803.3744,1.0,100.0,252026932601.1599,0.0
5233130462453.198,288987324831.2093,5006325961164.728,277895618802.6117,263337260939.50735,276867240134.64105,1.0,100.0,264121563694.86273,0.0
5523785642285.426,302069179078.83234,5288393158418.011,290694809378.5322,275753369872.6717,289640187329.8393,1.0,100.0,276558333082.21625,0.0
5825440749399.546,315483809164.8778,5581362963376.686,303830092904.8598,288509487097.3592,302749532217.07745,1.0,100.0,289334902131.032,0.0
6138219828769.376,329227264405.6563,5885369613945.74,317297977926.0339,301602746139.45886,316191825941.1267,1.0,100.0,302448370700.3482,0.0
6462233841292.374,343295053098.28577,6200534615731.757,331094424033.2463,315029722684.2223,329963069969.8737,1.0,100.0,315895281277.24426,0.0
6797580214788.742,357682152036.36053,6526966263313.546,345214849883.6313,328786440524.42285,344058723974.6395,1.0,100.0,329671625036.56476,0.0
7144342433226.404,372383017787.6529,6864759198360.924,359654143037.9254,342868379394.265,358473715534.1275,1.0,100.0,343772849782.83514,0.0
7502589665927.417,387391599666.332,7213994006518.926,374406671556.1735,357270484638.77795,373202451602.2339,1.0,100.0,358193869723.55475,0.0
7872376438303.35,402701354323.8615,7574736854772.707,389466297282.1637,371987178658.82043,388238831671.0131,1.0,100.0,372929077013.4836,0.0
8253742345451.525,418305261875.0905,7947039170797.439,404826390739.02185,387012374062.7933,403576262551.77936,1.0,100.0,387972355000.55035,0.0
8646711809722.391,434195843469.12714,8330937365579.351,420479847550.833,402339488447.77246,419207674689.70526,1.0,100.0,403317093095.66864,0.0
9051293883142.451,450365180208.4191,8726452600370.259,436419106298.3303,417961460725.08057,435125539920.39246,1.0,100.0,418956203181.1004,0.0
9467482095348.785,466804933314.0823,9133590598810.303,452636167710.6321,433870768898.3596,451321890570.7615,1.0,100.0,434882137465.0984,0.0
9895254347461.799,483506365430.94037,9552341504823.82,469122615089.7404,450059449196.0264,467788339801.28406,1.0,100.0,451086907684.42596,0.0
10334572852094.332,500460362961.981,9982679786662.861,485869635860.06067,466519116454.60565,484516103082.0578,1.0,100.0,467562105551.01715,0.0
10785384119469.012,517657459318.98987,10424564187243.826,502868044131.5726,483240985644.8704,501496020691.5336,1.0,100.0,484298924334.5248,0.0
11247618989393.37,535087858974.0019,10877937720696.107,520108304162.4751,500215894428.98816,518718581123.8327,1.0,100.0,501288181468.8206,0.0
11721192708625.32,552741462194.8907,11342727714819.598,537580554605.1421,517434326633.96234,536173945288.54553,1.0,100.0,518520342067.6566,0.0
12206005052951.314,570607890347.8848,11818845898931.375,555274633418.0485,534886436524.59,553851971385.6641,1.0,100.0,535985543232.67,0.0
12701940493097.346,588676511650.0338,12306188536372.64,573180103325.9337,552562073757.894,571742240337.853,1.0,100.0,553673619035.704,0.0
13208868403400.008,606936467255.6151,12804636600746.031,591286277710.8458,570450808900.529,589834081662.581,1.0,100.0,571574126056.9996,0.0
13726643311982.146,625376697562.1362,13314055994762.016,609582246817.8118,588541959390.9712,608116599667.6888,1.0,100.0,589676369361.1677,0.0
14255105191006.336,643985968623.9142,13834297810392.346,628056904160.6827,606824615829.3544,626578699855.7213,1.0,100.0,607969428793.9432,0.0
14794079785420.115,662752898564.1556,14365198628859.312,646698973016.1571,625287668479.5742,645209115424.7621,1.0,100.0,626442185484.5206,0.0
15343378978460.531,681665983879.966,14906580858832.732,665497032897.0529,643919833870.6989,663996433756.5338,1.0,100.0,645083348440.7235,0.0
15902801192052.611,700713625538.7477,15458253111062.744,684439545899.525,662709681387.7722,682929122786.1187,1.0,100.0,663881481127.3368,0.0
16472131820117.25,719884154768.9406,16020010607546.451,703514882823.0665,681645659745.7021,701995557151.7588,1.0,100.0,682825027921.5658,0.0
17051143692699.191,739165858452.9614,16591635623210.25,722711348966.7313,700716123244.0566,721184044027.7681,1.0,100.0,701902340343.7471,0.0
17639597568735.48,758547004035.4686,17172897957988.025,742017209510.0156,719909357705.1942,740482848548.5634,1.0,100.0,721101702966.0563,0.0
18237242655208.848,778015863865.6432,17763555437088.254,761420714392.1919,739213606003.1606,759880218737.1569,1.0,100.0,740411358906.9823,0.0
18843817150369.277,797560738898.0007,18363354437170.535,780910122609.5347,758617093096.149,779364409857.0809,1.0,100.0,759819534824.7234,0.0
19459048808660.145,817169981682.2579,18972030436094.07,800473725855.7681,778108050480.9935,798923708112.5972,1.0,100.0,779314465328.34,0.0
20082655524952.637,836832018578.9382,19589308583857.27,820099871437.1362,797674739994.077,818546453628.1028,1.0,100.0,798884416731.4226,0.0
20714345935673.285,856535371143.649,20214904292318.17,839776984399.7085,817305476889.1404,838221062643.8534,1.0,100.0,818517710079.1425,0.0
21353820034404.145,876268676629.2612,20848523841269.97,859493588812.8214,836988652128.7239,857936048871.413,1.0,100.0,838202743385.8008,0.0
22000769799542.566,896020707561.5066,21489864998443.742,879238328158.8878,856712753832.3033,877680043958.5709,1.0,100.0,857928013026.3254,0.0
22654879831627.523,915780390349.7622,22138617651021.254,898999984786.1158,876466387830.5537,897441817019.7854,1.0,100.0,877682134231.5298,0.0
23315827997970.984,935536822900.9435,22794464446263.65,918767498386.9441,896238297281.5343,917210293194.484,1.0,100.0,897453860643.3026,0.0
23983286082275.535,955279291210.4678,23457081438896.434,938529983471.1605,916017381310.8975,936974571201.729,1.0,100.0,917232102892.2046,0.0
24656920436972.34,974997284910.1251,24126138742936.637,958276745808.7137,935792712644.4379,956723939865.8035,1.0,100.0,937005946166.1461,0.0
25336392636076.016,994680511758.3801,24801301185703.73,977997297823.0868,955553554207.3894,976447893593.1581,1.0,100.0,956764666744.9031,0.0
26021360126424.137,1014318911064.102,25482228961820.62,997681372921.7783,975289374670.7917,996136146786.8513,1.0,100.0,976497747481.1294,0.0
26711476875248.14,1033902666039.9496,26168578285084.918,1017318938755.8885,994989862930.9767,1015778647190.0825,1.0,100.0,996194892214.235,0.0
27406394012108.445,1053422215086.6062,26860002036171.477,1036900209406.0056,1014644941513.7239,1035365588155.6449,1.0,100.0,1015846039108.9883,0.0
28105760463318.85,1072868262013.7552,27556150404215.52,1056415656496.5273,1034244778899.8933,1054887419843.084,1.0,100.0,1035441372915.9349,0.0
28809223577082.93,1092231785208.0819,28256671520419.645,1075856019245.2124,1053779800774.3258,1074334859350.0233,1.0,100.0,1054971336155.6967,0.0
29516429737667.195,1111504045762.6865,28961212081927.023,1095212313459.1041,1073240700204.5117,1093698899788.5072,1.0,100.0,1074426639233.9027,0.0
30227024967041.652,1130676594586.0793,29669417964307.03,1114475839492.0325,1092618446759.9296,1112970818321.2812,1.0,100.0,1093798269497.8884,0.0
30940655512527.008,1149741278512.4001,30380934821105.926,1133638189182.6296,1111904294587.0583,1132142183176.6985,1.0,100.0,1113077499250.3777,0.0
31656968419098.633,1168690245437.6594,31095408669025.617,1152691251795.23,1131089789458.8464,1151204859664.3892,1.0,100.0,1132255892739.1296,0.0
32375612085109.574,1187515948509.6345,31812486457404.453,1171627218989.111,1150166774820.8933,1170151015216.9521,1.0,100.0,1151325312144.9768,0.0
33096236800307.625,1206211149401.5808,32531816620787.445,1190438588844.3381,1169127396859.729,1188973123485.7458,1.0,100.0,1170277922593.7996,0.0
33818495265134.453,1224768920702.1292,33253049613486.004,1209118168974.9263,1187964108621.4155,1207663967521.3455,1.0,100.0,1189106196220.797,0.0
34542043090406.8,1243182647455.661,33975838425140.957,1227659078762.214,1206669673211.1846,1226216642071.4172,1.0,100.0,1207802915317.8855,0.0
35266539276590.74,1261446027889.0647,34699839076414.34,1246054750743.1921,1225237166107.0337,1244624555030.653,1.0,100.0,1226361174597.2493,0.0
35991646671989.22,1279553073362.1213,35424711094046.875,1264298931190.1018,1243659976622.084,1262881428078.9878,1.0,100.0,1244774382605.9314,0.0
36717032409269.79,1297498107579.8274,36150117964626.63,1282385679918.9097,1261931808552.1035,1280981296545.6355,1.0,100.0,1263036262327.9294,0.0
37442368319863.77,1315275765105.772,36875727566521.14,1300309369365.2688,1280046680045.9072,1298918508537.5107,1.0,100.0,1281140851011.566,0.0
38167331325868.88,1332880989216.246,37601212579528.91,1318064682967.3477,1297998922737.3833,1316687723371.3848,1.0,100.0,1299082499260.9106,0.0
38891603809184.92,1350309029135.0845,38326250871906.484,1335646612895.4136,1315783180178.6707,1334283909349.6475,1.0,100.0,1316855869430.809,0.0
39614873957705.8,1367555436689.3599,39050525864524.586,1353050457168.3389,1333394405614.5508,1351702340919.853,1.0,100.0,1334455933365.5776,0.0
40336836088480.625,1384616062425.9524,39773726871998.945,1370271816197.2783,1350827859138.397,1368938595258.3088,1.0,100.0,1351877969521.7166,0.0
41057190947841.79,1401487051228.74,40495549420731.16,1387306588796.6218,1368079104270.1304,1385988548317.8508,1.0,100.0,1369117559515.0632,0.0
41775645988578.87,1418164837475.7087,41215695543878.02,1404150967702.0193,1385144003996.4907,1402848370379.641,1.0,100.0,1386170584132.672,0.0
42491915624312.94,1434646139774.6726,41933874053349.125,1420801434634.7878,1402018716313.6287,1419514521148.3567,1.0,100.0,1403033218849.3928,0.0
43205721461297.48,1450927955315.5457,42649800789005.69,1437254754951.3718,1418699689311.5571,1435983744429.5059,1.0,100.0,1419701928888.633,0.0
43916792507938.09,1467007553876.2358,43363198845305.68,1453507971915.7458,1435183655839.3464,1452253062426.838,1.0,100.0,1436173463866.148,0.0
